url,section,url_structure,subcategory,page_name,page_title,spine_related,status,gsc_clicks_apr2025_aug2026,gsc_impressions_apr2025_aug2026,gsc_impressions_last90d,ga4_pageviews_last12mo
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/dupuytrens-disease/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Dupuytrens Disease,Dupuytren’s Disease | Synergy Health Partners,No,Live,117,76324,0,239
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/ganglions-cysts-of-the-wrist/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Ganglions Cysts of the Wrist,Ganglions (Cysts) of the Wrist | Synergy Health Partners,No,Live,15,65788,0,39
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/arthritis-of-the-thumb/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Arthritis of the Thumb,Arthritis of the Thumb | Synergy Health Partners,No,Live,23,61198,0,34
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/carpal-tunnel-syndrome/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Carpal Tunnel Syndrome,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,12,51642,0,39
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-bursitis/,Conditions,/conditions-we-treat/,Hip Conditions,Hip Bursitis,Hip Bursitis | Synergy Health Partners,No,Live,35,43626,0,60
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/fingertip-injuries-amputations/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Fingertip Injuries Amputations,Fingertip Injuries/Amputations | Synergy Health Partners,No,Live,30,27121,0,47
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/boutonniere-deformity/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Boutonniere Deformity,Boutonnière Deformity | Synergy Health Partners,No,Live,24,25203,0,20
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/hand-arthritis/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Hand Arthritis,Manage Arthritis in Hands: Symptoms and Treatments Explained,No,Live,2,23775,0,32
https://synergyhealth.org/conditions/dupuytrens-contracture/,Conditions,/conditions/,,Dupuytrens Contracture,Dupuytren's Contracture Treatment | Synergy Health Partners,No,Live,48,22321,18552,71
https://synergyhealth.org/conditions-we-treat/knee-conditions/,Conditions,/conditions-we-treat/,,Knee Conditions,Knee Conditions | Synergy Health Partners,No,Live,15,16401,0,1026
https://synergyhealth.org/conditions-we-treat/,Conditions,/conditions-we-treat/,,(index page),Conditions We Treat | Synergy Health Partners,No,Live,15,15055,0,765
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/mortons-neuroma/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Mortons Neuroma,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,3,13784,10,13
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/reflex-sympathetic-dystrophy/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Reflex Sympathetic Dystrophy,Reflex Sympathetic Dystrophy | Synergy Health Partners,No,Live,13,12230,0,22
https://synergyhealth.org/conditions-we-treat/knee-conditions/iliotibial-band-syndrome/,Conditions,/conditions-we-treat/,Knee Conditions,Iliotibial Band Syndrome,Iliotibial Band Syndrome | Synergy Health Partners,No,Live,4,11578,0,19
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/bunions/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Bunions,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,11,10685,0,58
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/fracture-of-the-finger/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Fracture of the Finger,Fracture of the Finger | Synergy Health Partners,No,Live,2,10378,0,7
https://synergyhealth.org/conditions/ganglion-cyst/,Conditions,/conditions/,,Ganglion Cyst,Ganglion Cyst Treatment | Synergy Health Partners Michigan,No,Live,8,7420,6149,98
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/,Conditions,/conditions-we-treat/,,Foot Ankle Conditions,Foot & Ankle Pain Relief and Treatment Solutions | Synergy,No,Live,17,7034,0,564
https://synergyhealth.org/conditions-we-treat/shoulder/shoulder-fracture/,Conditions,/conditions-we-treat/,Shoulder,Shoulder Fracture,Shoulder Fracture | Synergy Health Partners,No,Live,0,6256,0,9
https://synergyhealth.org/conditions-we-treat/hip-conditions/avascular-necrosis-of-the-hip/,Conditions,/conditions-we-treat/,Hip Conditions,Avascular Necrosis of the Hip,Avascular Necrosis of the Hip | Synergy Health Partners,No,Live,2,5870,0,25
https://synergyhealth.org/conditions/hand-arthritis/,Conditions,/conditions/,,Hand Arthritis,Hand Arthritis Treatment | Southeast Michigan | Synergy Health,No,Live,9,4875,4335,98
https://synergyhealth.org/conditions/thumb-arthritis/,Conditions,/conditions/,,Thumb Arthritis,Thumb Arthritis Treatment | Synergy Health Michigan,No,Live,6,4710,3800,55
https://synergyhealth.org/conditions-we-treat/hip-conditions/,Conditions,/conditions-we-treat/,,Hip Conditions,Hip Conditions | Synergy Health Partners,No,Live,0,4563,0,563
https://synergyhealth.org/conditions/trochanteric-bursitis/,Conditions,/conditions/,,Trochanteric Bursitis,Trochanteric Bursitis Treatment | Synergy Health Michigan,No,Live,7,4106,3537,19
https://synergyhealth.org/conditions/shoulder-dislocation/,Conditions,/conditions/,,Shoulder Dislocation,Shoulder Dislocation Treatment | Synergy Health Partners MI,No,Live,6,4059,3382,9
https://synergyhealth.org/conditions-we-treat/total-joint-care/reverse-shoulder-anthroplasty/,Conditions,/conditions-we-treat/,Total Joint Care,Reverse Shoulder Anthroplasty,Reverse Shoulder Arthroplasty | Synergy Health Partners,No,Live,8,3705,0,2190
https://synergyhealth.org/conditions/frozen-shoulder/,Conditions,/conditions/,,Frozen Shoulder,Frozen Shoulder Treatment | Synergy Health Partners MI,No,Live,5,3137,3137,25
https://synergyhealth.org/conditions/trigger-finger/,Conditions,/conditions/,,Trigger Finger,Trigger Finger Treatment | Synergy Health Partners Michigan,No,Live,3,2915,2915,94
https://synergyhealth.org/conditions/foot-stress-fracture/,Conditions,/conditions/,,Foot Stress Fracture,Foot Stress Fracture Treatment | Synergy Health Partners MI,No,Live,2,2792,2558,25
https://synergyhealth.org/conditions-we-treat/knee-conditions/loose-body-of-the-knee-joint/,Conditions,/conditions-we-treat/,Knee Conditions,Loose Body of the Knee Joint,Loose Body of the Knee Joint | Synergy Health Partners,No,Live,2,2417,292,20
https://synergyhealth.org/conditions/mortons-neuroma/,Conditions,/conditions/,,Mortons Neuroma,Morton's Neuroma Treatment | Synergy Health Michigan,No,Live,10,2402,2402,30
https://synergyhealth.org/conditions/knee-bursitis/,Conditions,/conditions/,,Knee Bursitis,Knee Bursitis Treatment | Synergy Health Partners,No,Live,1,2322,2322,11
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-impingement/,Conditions,/conditions-we-treat/,Hip Conditions,Hip Impingement,Hip Impingement | Synergy Health Partners,No,Live,0,2239,0,26
https://synergyhealth.org/conditions-we-treat/hip-conditions/rheumatoid-arthritis-in-the-hip-joint/,Conditions,/conditions-we-treat/,Hip Conditions,Rheumatoid Arthritis in the Hip Joint,Rheumatoid Arthritis in the Hip Joint | Synergy Health Partners,No,Live,4,2163,875,15
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-dislocations/,Conditions,/conditions-we-treat/,Hip Conditions,Hip Dislocations,Hip Dislocations | Synergy Health Partners,No,Live,1,1974,0,7
https://synergyhealth.org/conditions/,Conditions,/conditions/,,(index page),Orthopedic & Spine Conditions We Treat | Synergy Health,No,Live,6,1850,1428,329
https://synergyhealth.org/conditions/hip-flexor-strain/,Conditions,/conditions/,,Hip Flexor Strain,Hip Flexor Strain Treatment | Synergy Health Partners,No,Live,6,1705,1705,8
https://synergyhealth.org/conditions-we-treat/hip-conditions/snapping-hip-syndrome/,Conditions,/conditions-we-treat/,Hip Conditions,Snapping Hip Syndrome,Snapping Hip Syndrome | Synergy Health Partners,No,Live,1,1667,642,28
https://synergyhealth.org/conditions/de-quervains-tenosynovitis/,Conditions,/conditions/,,De Quervains Tenosynovitis,De Quervain's Tenosynovitis Treatment | Synergy Health MI,No,Live,3,1647,1644,35
https://synergyhealth.org/conditions/ac-joint-separation/,Conditions,/conditions/,,Ac Joint Separation,AC Joint Separation Treatment | Synergy Health Partners MI,No,Live,1,1518,1483,10
https://synergyhealth.org/conditions/bunions/,Conditions,/conditions/,,Bunions,Bunion Treatment in Southeast Michigan | Synergy Health,No,Live,1,1494,1153,61
https://synergyhealth.org/conditions/ankle-fracture/,Conditions,/conditions/,,Ankle Fracture,Ankle Fracture Safe Treatment | Orthopedic Care | 1-Stop-Shop,No,Live,1,1479,1157,17
https://synergyhealth.org/conditions/shoulder-arthritis/,Conditions,/conditions/,,Shoulder Arthritis,Shoulder Arthritis Treatment | Synergy Health Partners MI,No,Live,1,1450,1288,12
https://synergyhealth.org/conditions/meniscus-tear/,Conditions,/conditions/,,Meniscus Tear,Meniscus Tear Treatment Michigan | Synergy Health Partners,No,Live,0,1339,1252,33
https://synergyhealth.org/conditions/wrist-fracture/,Conditions,/conditions/,,Wrist Fracture,Wrist Fracture Treatment | Orthopedic Specialists | Synergy Health,No,Live,3,1261,930,45
https://synergyhealth.org/conditions/acl-tear/,Conditions,/conditions/,,ACL Tear,ACL Tear Treatment | Orthopedic Specialists Michigan,No,Live,3,1223,1192,19
https://synergyhealth.org/conditions-we-treat/knee-conditions/septic-arthritis-in-the-knee-joint/,Conditions,/conditions-we-treat/,Knee Conditions,Septic Arthritis in the Knee Joint,Septic Arthritis in the Knee Joint | Synergy Health Partners,No,Live,0,1144,43,15
https://synergyhealth.org/conditions/bakers-cyst/,Conditions,/conditions/,,Bakers Cyst,Baker's Cyst Treatment | Southeast Michigan | Synergy Health,No,Live,2,1075,1075,20
https://synergyhealth.org/conditions/patellar-tendinitis/,Conditions,/conditions/,,Patellar Tendinitis,Patellar Tendinitis Treatment | Synergy Health Partners,No,Live,1,1028,1028,10
https://synergyhealth.org/conditions/tennis-elbow/,Conditions,/conditions/,,Tennis Elbow,Tennis Elbow Treatment | Synergy Health Partners Michigan,No,Live,1,1016,1016,17
https://synergyhealth.org/conditions-we-treat/shoulder/rotator-cuff-injuries/,Conditions,/conditions-we-treat/,Shoulder,Rotator Cuff Injuries,Rotator Cuff Injury Treatment And Repair Services in Michigan,No,Live,0,1014,0,43
https://synergyhealth.org/conditions/ankle-sprain/,Conditions,/conditions/,,Ankle Sprain,Ankle Sprain Treatment | Synergy Health Partners Michigan,No,Live,0,1007,1007,18
https://synergyhealth.org/conditions/carpal-tunnel-syndrome/,Conditions,/conditions/,,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome Treatment | Synergy Health Partners,No,Live,2,1007,760,147
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/sprained-thumb/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Sprained Thumb,Sprained Thumb | Synergy Health Partners,No,Live,1,982,122,5
https://synergyhealth.org/conditions/rotator-cuff-tear/,Conditions,/conditions/,,Rotator Cuff Tear,Rotator Cuff Tear Treatment | Synergy Health Partners,No,Live,1,981,915,36
https://synergyhealth.org/conditions/femoroacetabular-impingement/,Conditions,/conditions/,,Femoroacetabular Impingement,Femoroacetabular Impingement Treatment | Synergy Health,No,Live,2,957,791,8
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/,Conditions,/conditions-we-treat/,,Hand Upper Extremity Conditions,Treating Hand & Upper Extremity Disorders in Michigan,No,Live,3,908,0,467
https://synergyhealth.org/conditions/shoulder-labral-tear/,Conditions,/conditions/,,Shoulder Labral Tear,Shoulder Labral Tear Treatment | Synergy Health Partners MI,No,Live,1,874,635,15
https://synergyhealth.org/conditions/hip-labral-tear/,Conditions,/conditions/,,Hip Labral Tear,Hip Labral Tear Treatment | Synergy Health Partners MI,No,Live,2,817,817,6
https://synergyhealth.org/conditions/wrist-sprain/,Conditions,/conditions/,,Wrist Sprain,Wrist Sprain Treatment in Southeast Michigan | Synergy Health,No,Live,1,806,806,31
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/kienbocks-disease/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Kienbocks Disease,Kienbock’s Disease | Synergy Health Partners,No,Live,0,779,0,6
https://synergyhealth.org/conditions-we-treat/knee-conditions/acl-injuries/,Conditions,/conditions-we-treat/,Knee Conditions,ACL Injuries,ACL Injuries | Synergy Health Partners,No,Live,0,777,0,17
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/broken-ankle/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Broken Ankle,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,1,692,0,25
https://synergyhealth.org/conditions-we-treat/knee-conditions/pseudogout/,Conditions,/conditions-we-treat/,Knee Conditions,Pseudogout,Pseudogout | Synergy Health Partners,No,Live,1,637,200,11
https://synergyhealth.org/conditions/shoulder-impingement-syndrome/,Conditions,/conditions/,,Shoulder Impingement Syndrome,Shoulder Impingement Treatment | Synergy Health Michigan,No,Live,0,612,612,14
https://synergyhealth.org/conditions/plantar-fasciitis/,Conditions,/conditions/,,Plantar Fasciitis,Plantar Fasciitis Treatment Michigan | Synergy Health Partners,No,Live,0,611,611,38
https://synergyhealth.org/conditions-we-treat/shoulder/shoulder-arthritis/,Conditions,/conditions-we-treat/,Shoulder,Shoulder Arthritis,Shoulder Arthritis | Synergy Health Partners,No,Live,0,598,0,27
https://synergyhealth.org/conditions/rotator-cuff-tendinitis/,Conditions,/conditions/,,Rotator Cuff Tendinitis,Rotator Cuff Tendinitis Treatment | Synergy Health Partners,No,Live,2,543,543,25
https://synergyhealth.org/conditions-we-treat/shoulder/,Conditions,/conditions-we-treat/,,Shoulder,Shoulder Conditions | Synergy Health Partners,No,Live,0,474,6,264
https://synergyhealth.org/conditions/patellofemoral-pain-syndrome/,Conditions,/conditions/,,Patellofemoral Pain Syndrome,Patellofemoral Pain Syndrome Treatment | Synergy Health,No,Live,2,415,415,12
https://synergyhealth.org/conditions/knee-osteoarthritis/,Conditions,/conditions/,,Knee Osteoarthritis,Knee Osteoarthritis Treatment | Southeast Michigan | Synergy,No,Live,0,377,377,33
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/trigger-finger/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Trigger Finger,Trigger Finger | Synergy Health Partners,No,Live,1,324,7,40
https://synergyhealth.org/conditions-we-treat/knee-conditions/rheumatoid-arthritis-in-the-knee-joint-2/,Conditions,/conditions-we-treat/,Knee Conditions,Rheumatoid Arthritis in the Knee Joint 2,Rheumatoid Arthritis in the Knee Joint | Synergy Health Partners,No,Live,0,320,33,15
https://synergyhealth.org/conditions/flatfoot/,Conditions,/conditions/,,Flatfoot,Flatfoot Treatment | Synergy Health Partners Michigan,No,Live,1,311,311,28
https://synergyhealth.org/conditions-we-treat/knee-conditions/dislocated-kneecap/,Conditions,/conditions-we-treat/,Knee Conditions,Dislocated Kneecap,Dislocated Kneecap | Synergy Health Partners,No,Live,0,310,54,22
https://synergyhealth.org/conditions/ankle-arthritis/,Conditions,/conditions/,,Ankle Arthritis,Ankle Arthritis Treatment | Synergy Health Partners,No,Live,1,306,306,16
https://synergyhealth.org/conditions/hip-fracture/,Conditions,/conditions/,,Hip Fracture,Hip Fracture Treatment | Synergy Health Partners Michigan,No,Live,3,276,276,9
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/wrist-injuries-fractures/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Wrist Injuries Fractures,Distal Radius Fractures Overview | Understanding Broken Wrist,No,Live,0,275,0,21
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/nerve-injuries/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Nerve Injuries,Nerve injuries | Synergy Health Partners,No,Live,0,237,0,10
https://synergyhealth.org/conditions/achilles-tendinitis/,Conditions,/conditions/,,Achilles Tendinitis,Achilles Tendinitis Treatment | Synergy Health Partners,No,Live,1,233,233,33
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/mallet-finger-baseball-finger/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Mallet Finger Baseball Finger,Mallet Finger (Baseball Finger) | Synergy Health Partners,No,Live,0,214,0,4
https://synergyhealth.org/conditions/biceps-tendinitis/,Conditions,/conditions/,,Biceps Tendinitis,Biceps Tendinitis Treatment | Synergy Health Michigan,No,Live,2,178,178,13
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/dequervains-tendinitis/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Dequervains Tendinitis,deQuervain’s Tendinitis | Synergy Health Partners,No,Live,0,177,24,12
https://synergyhealth.org/conditions/mcl-tear/,Conditions,/conditions/,,MCL Tear,MCL Tear Treatment in Michigan | Synergy Health Partners,No,Live,0,161,161,16
https://synergyhealth.org/conditions/hip-osteoarthritis/,Conditions,/conditions/,,Hip Osteoarthritis,Hip Osteoarthritis Treatment | Synergy Health Partners MI,No,Live,0,128,128,18
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/flexor-tendon-injuries/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Flexor Tendon Injuries,Flexor Tendon Injuries | Synergy Health Partners,No,Live,0,127,8,8
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-dysplasia/,Conditions,/conditions-we-treat/,Hip Conditions,Hip Dysplasia,Hip Dysplasia | Synergy Health Partners,No,Live,0,117,5,16
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/distal-radius-fracture/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Distal Radius Fracture,Distal Radius Fracture | Synergy Health Partners,No,Live,0,106,11,7
https://synergyhealth.org/conditions/golfers-elbow/,Conditions,/conditions/,,Golfers Elbow,Golfer's Elbow Treatment | Synergy Health Partners MI,No,Live,0,106,106,12
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/bowed-legs/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Bowed Legs,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,83,36,4
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/hand-fractures/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Hand Fractures,Hand Fractures | Synergy Health Partners,No,Live,0,78,11,12
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/scaphoid-wrist-bone-fracture/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Scaphoid Wrist Bone Fracture,Scaphoid (wrist bone) Fracture | Synergy Health Partners,No,Live,0,78,8,5
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/arthritis-of-the-foot-and-ankle/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Arthritis of the Foot and Ankle,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,75,0,13
https://synergyhealth.org/conditions-we-treat/shoulder/shoulder-separation/,Conditions,/conditions-we-treat/,Shoulder,Shoulder Separation,Shoulder Separation | Synergy Health Partners,No,Live,0,47,0,10
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/intoeing/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Intoeing,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,44,6,18
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sesamoiditis/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Sesamoiditis,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,41,7,9
https://synergyhealth.org/conditions-we-treat/shoulder/frozen-shoulder/,Conditions,/conditions-we-treat/,Shoulder,Frozen Shoulder,Frozen Shoulder | Synergy Health Partners,No,Live,0,40,1,25
https://synergyhealth.org/conditions-we-treat/knee-conditions/knee-fractures/,Conditions,/conditions-we-treat/,Knee Conditions,Knee Fractures,Knee Fractures | Synergy Health Partners,No,Live,0,39,4,10
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-osteoarthritis/,Conditions,/conditions-we-treat/,Hip Conditions,Hip Osteoarthritis,Hip Osteoarthritis | Synergy Health Partners,No,Live,0,37,12,59
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/ulnar-tunnel-syndrome/,Conditions,/conditions-we-treat/,Hand Upper Extremity Conditions,Ulnar Tunnel Syndrome,Ulnar Tunnel Syndrome | Synergy Health Partners,No,Live,0,32,7,15
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/ingrown-toenail/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Ingrown Toenail,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,28,8,26
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/adult-acquired-flatfoot/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Adult Acquired Flatfoot,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,20,0,23
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-fasciitis/,Conditions,/conditions-we-treat/,Foot Ankle Conditions,Plantar Fasciitis,Comprehensive Carpal Tunnel Treatment And Solutions,No,Live,0,18,6,25
