"Original Url","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/claw-toe/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/claw-toe/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.166","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/claw-toe/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/clubfoot/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/clubfoot/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.167","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/clubfoot/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/common-foot-problems/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/common-foot-problems/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.160","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/common-foot-problems/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/corns/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/corns/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.140","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/corns/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/diabetic-foot/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/diabetic-foot/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.166","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/diabetic-foot/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/flexible-flatfoot-in-children/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/flexible-flatfoot-in-children/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.212","","https://synergyhealth.org/conditions/flatfoot/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/flexible-flatfoot-in-children/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/foot-pain/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/foot-pain/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.157","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/foot-pain/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fracture-of-the-talus/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fracture-of-the-talus/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.214","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fracture-of-the-talus/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fractures-of-the-heel/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fractures-of-the-heel/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.228","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/fractures-of-the-heel/","2026-08-11 14:04:47"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/hammer-toe/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/hammer-toe/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/hammer-toe/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/heel-pain/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/heel-pain/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.173","","https://synergyhealth.org/conditions/plantar-fasciitis/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/heel-pain/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/ingrown-toenail/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/ingrown-toenail/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.235","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/ingrown-toenail/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/intoeing/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/intoeing/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.184","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/intoeing/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/lisfranc-midfoot-fracture/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/lisfranc-midfoot-fracture/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.184","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/lisfranc-midfoot-fracture/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/mortons-neuroma/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/mortons-neuroma/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.200","","https://synergyhealth.org/conditions/mortons-neuroma/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/mortons-neuroma/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-fasciitis/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-fasciitis/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.145","","https://synergyhealth.org/conditions/plantar-fasciitis/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-fasciitis/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-warts/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-warts/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.202","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-warts/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/posterior-tibial-tendon-dysfunction/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/posterior-tibial-tendon-dysfunction/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.228","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/posterior-tibial-tendon-dysfunction/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sesamoiditis/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sesamoiditis/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.159","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sesamoiditis/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/shinbone-fractures/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/shinbone-fractures/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/shinbone-fractures/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sprained-ankle/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sprained-ankle/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.175","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/sprained-ankle/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/stress-fractures-of-the-foot-and-ankle/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/stress-fractures-of-the-foot-and-ankle/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.233","","https://synergyhealth.org/conditions/foot-stress-fracture/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/stress-fractures-of-the-foot-and-ankle/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/toe-and-forefoot-fractures/","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/toe-and-forefoot-fractures/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.163","","https://synergyhealth.org/specialty/foot-ankle-specialists/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/toe-and-forefoot-fractures/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/hand-arthritis/","https://synergyhealth.org/conditions-we-treat/hand-arthritis/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.176","","https://synergyhealth.org/conditions/hand-arthritis/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/hand-arthritis/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.192","","https://synergyhealth.org/specialty/hand-wrist/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/animal-bites/","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/animal-bites/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.191","","https://synergyhealth.org/specialty/hand-wrist/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/animal-bites/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/arthritis-of-the-thumb/","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/arthritis-of-the-thumb/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.174","","https://synergyhealth.org/conditions/thumb-arthritis/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/arthritis-of-the-thumb/","2026-08-11 14:04:48"
"https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/boutonniere-deformity/","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/boutonniere-deformity/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","0","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.170","","https://synergyhealth.org/specialty/hand-wrist/","HTTP Redirect","","","1.1","","","","","","https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/boutonniere-deformity/","2026-08-11 14:04:48"
